conversation_id,turn_index,tweet_id,clean_text,intent,author_id,role,created_at,in_response_to_tweet_id
2447458,1,2447458,Amazonうたう詐欺皆さん気をつけて！！ついさっき来ました｡まさか私のところへ来るとは。。。 https://t.co/WQEpNW7ciN,other_or_unclear,701577.0,customer,Wed Nov 15 01:46:59 +0000 2017,
1891415,8,1891412,@AmazonHelp Done what happens now?,other_or_unclear,564017.0,customer,Wed Oct 18 13:17:13 +0000 2017,1891411.0
619186,1,619186,"Penoso servicio de @116928 @115821 @AmazonHelp, paquete entregado a alguien desconocido sin notificarme nada, es mi dinero por eso pago #amazonprime. Atención al cliente de 15min de teléfono sin solución, podéis explicarme que servicio es este?",delivery_and_shipping,266929.0,customer,Wed Nov 22 14:42:07 +0000 2017,
2755667,3,2755664,"@AmazonHelp And... we’re leaving for Colorado in two days, so now we’re fresh out of luck. Again.",other_or_unclear,421910.0,customer,Mon Nov 20 21:30:24 +0000 2017,2755665.0
2682398,3,2682397,"@AmazonHelp your FBA made a listing mistake by putting an item in the wrong ASIN, even though I sent multiple units of this product and most of the units were placed in the correct ASIN. What's more frustrating is that they keep telling me that they fixed it, but nothing ever gets fixed!",wrong_or_damaged_item,754574.0,customer,Sun Nov 19 14:56:34 +0000 2017,2682396.0
884897,3,884895,@AmazonHelp It's not streaming. It's a whole. Have you tried to operate it with touch and no app??? What an embarrassment,website_app_technical_issue,132143.0,customer,Fri Oct 20 22:11:38 +0000 2017,884896.0
2909256,3,2909255,"@AmazonHelp Thank you thank you thank you thank you!! I just submitted the info and I really appreciate your help! I just want to log into my account, use prime services, stream video, etc.!!!",account_and_membership,805454.0,customer,Tue Nov 28 21:12:03 +0000 2017,2909254.0
2972792,1,2972792,@115821 can y'all update my account so I can get my camera through prime. Im not about to wait weeks for it to come through,account_and_membership,434861.0,customer,Thu Nov 30 01:36:08 +0000 2017,
2769779,1,2769781,@AmazonHelp I have order related issue,other_or_unclear,393293.0,customer,Tue Nov 21 20:32:51 +0000 2017,2769779.0
49127,1,49126,"@AmazonHelp 2/2 carrier who delivered my previous item which i never received, to a random address. Will be disappointed if this happens again tomorrow",delivery_and_shipping,126974.0,customer,Wed Nov 01 17:17:05 +0000 2017,49127.0
136914,3,136915,"@AmazonHelp Jetzt läuft sie komischer weise. Hab alles versucht gehabt. Batterien gewechselt, Stick neu gestartet und zurückgesetzt, in den Einstellungen FB versucht zu suchen. Alles ohne Erfolg. Erst durch den Tweet mit euch wurde er aktiviert 🤔 komisch. Aber geht jetzt. Danke!",website_app_technical_issue,146883.0,customer,Fri Nov 24 10:14:37 +0000 2017,136914.0
725247,1,725247,"Pathectic service , ORDER # 402-6043892-9818721 Wrong product delivered @13142 Bezos https://t.co/JFW49P2yHP",wrong_or_damaged_item,293720.0,customer,Wed Oct 11 02:41:26 +0000 2017,
1454476,1,1454476,@AmazonHelp @116090 Huge thanks to Brian . M who helped me with my game order in getting back my original pre order price from before. Very helpful and understanding ! Send some kudos his way please,payment_and_billing,224845.0,customer,Thu Nov 02 15:09:08 +0000 2017,
138954,1,138954,"@119356 Fraud done by amazon india. Took 6000rs for a product and never delivered it. After talking to 10 customer executives, escalation help desk team and 2 leadership team. Each 48 hrs wait. 40 days gone nothing happened.",delivery_and_shipping,147313.0,customer,Mon Nov 20 09:50:16 +0000 2017,
246440,3,246439,"@AmazonHelp Mi è arrivata in ritardo, purtroppo so di alcuni pacchi fermi per molto e non volevo rischiare. comunque sono stata prontamente rimborsata!",wrong_or_damaged_item,174532.0,customer,Thu Oct 05 15:37:19 +0000 2017,246438.0
279514,1,279514,@116935 hi is amazon music included in a prime membership or is there an extra fee,product_or_service_information,182059.0,customer,Fri Oct 06 09:14:18 +0000 2017,
514645,1,514645,I was happy @115821 had the hard-to-find hot ticket xmas item. Imagine my disappointment to open the package to find what looks like something from the scratch n dent. Of course it’s out of stock so return only no exchange 😔 https://t.co/rCWGwbmXVO,account_and_membership,238502.0,customer,Sat Dec 02 00:19:46 +0000 2017,
2262225,1,2262225,Amazonから支払いメール来ないからコンビニ行けない,other_or_unclear,658622.0,customer,Tue Nov 07 00:00:56 +0000 2017,
1015599,3,1015598,@AmazonHelp @115850 this is highly disappointing that such a big company is responding me in such a amateur way for an intolerable and upsetting issue,service_complaint,360294.0,customer,Sat Oct 14 15:48:00 +0000 2017,1015597.0
2599700,1,2599700,Man...I love how the very first purchase I made AFTER my amazon prime renewed gets delayed somehow. Meanwhile people ordered the same thing MONTHS after I did and it's on time for them. Great business strategy.,delivery_and_shipping,135210.0,customer,Fri Nov 17 06:26:47 +0000 2017,
1529891,1,1529891,"@116875 Compre en Amazon y me llego este correo y me bloquearon mi cuenta, ayuda?? https://t.co/MUqJS3I3ng",account_and_membership,474825.0,customer,Fri Nov 03 20:00:13 +0000 2017,
91293,1,91293,"De vuelta a @130293, convencido de que es la app que mejor funciona.",website_app_technical_issue,135798.0,customer,Thu Nov 30 15:07:20 +0000 2017,
984168,16,993930,"@AmazonHelp Sir, i got ur mail. Not satisfied with ur response. I got similar response form seller &amp; customer care. Tendering apology isn't enough.",service_complaint,323508.0,customer,Sun Oct 15 12:25:40 +0000 2017,993929.0
296758,1,296758,What is the procedure when @115850 delivery guy straight-up lies about attempting a delivery?,delivery_and_shipping,186692.0,customer,Fri Oct 06 18:37:55 +0000 2017,
236207,4,236206,"@AmazonHelp Oi, Não, pois esperava que a @172253 colaborasse. Se eu reportar, tem como voltar atrás depois?",other_or_unclear,172252.0,customer,Thu Oct 05 14:13:36 +0000 2017,236205.0
1788952,1,1788950,@537379 @115993 @AmazonHelp could you confirm if this is a official email or not please?,contact_support,537378.0,customer,Tue Oct 17 23:44:36 +0000 2017,1788952.0
1140906,3,1140904,"@AmazonHelp Now that I know it has been delivered, it's not an issue.",other_or_unclear,388553.0,customer,Tue Oct 24 15:17:10 +0000 2017,1140905.0
794443,3,794441,@AmazonHelp yes .co.uk,other_or_unclear,309422.0,customer,Thu Oct 12 14:09:29 +0000 2017,794442.0
1434113,1,1434113,Hey @115821 is this how you teach your drivers to deliver things? Lucky this didn’t get stolen.Right out in open.Ridiculous https://t.co/ANmwj2eiZa,delivery_and_shipping,452969.0,customer,Thu Nov 02 21:19:37 +0000 2017,
2726742,5,2726737,@AmazonHelp gracias!,other_or_unclear,764660.0,customer,Mon Nov 20 13:49:43 +0000 2017,2726739.0
843621,1,843621,"@115830 had an email form you saying card declined, tried again and now you have taken the money twice!",payment_and_billing,320586.0,customer,Sat Nov 25 09:56:14 +0000 2017,
